date,sub_basin,chloride_umolL,chloride_mgL,outlier_flag
2015-10-13,Gothic_ME,11.1,0.3935,False
2015-10-19,Gothic_ME,12.1,0.429,False
2015-10-26,Gothic_ME,13.1,0.4644,False
2015-11-02,Gothic_ME,11.3,0.4006,False
2015-11-09,Gothic_ME,12.3,0.4361,False
2015-11-15,Gothic_ME,9.8,0.3474,False
2015-11-23,Gothic_ME,9.8,0.3474,False
2015-12-01,Gothic_ME,9.9,0.351,False
2015-12-09,Gothic_ME,9.6,0.3403,False
2016-01-08,Gothic_ME,14.7,0.5212,False
2016-01-18,Gothic_ME,11.6,0.4113,False
2016-01-28,Gothic_ME,11.6,0.4113,False
2016-02-12,Gothic_ME,9.8,0.3474,False
2016-02-21,Gothic_ME,9.8,0.3474,False
2016-03-09,Gothic_ME,9.9,0.351,False
2016-03-17,Gothic_ME,10.2,0.3616,False
2016-03-24,Gothic_ME,9.7,0.3439,False
2016-03-31,Gothic_ME,10.6,0.3758,False
2016-04-08,Gothic_ME,14.7,0.5212,False
2016-04-21,Gothic_ME,25.8,0.9147,False
2016-05-02,Gothic_ME,29.6,1.0494,True
2016-05-12,Gothic_ME,18.2,0.6452,False
2016-05-20,Gothic_ME,18.6,0.6594,False
2016-05-27,Gothic_ME,7.4,0.2624,False
2016-06-04,Gothic_ME,5.5,0.195,False
2016-06-11,Gothic_ME,9.5,0.3368,False
2016-06-17,Gothic_ME,8.9,0.3155,False
2016-06-27,Gothic_ME,6.5,0.2304,False
2016-07-08,Gothic_ME,8.6,0.3049,False
2016-07-15,Gothic_ME,10.7,0.3793,False
2016-07-22,Gothic_ME,7.4,0.2624,False
2016-07-29,Gothic_ME,5.3,0.1879,False
2016-08-05,Gothic_ME,6.6,0.234,False
2016-08-12,Gothic_ME,6.0,0.2127,False
2016-08-19,Gothic_ME,8.0,0.2836,False
2016-08-26,Gothic_ME,7.7,0.273,False
2016-09-02,Gothic_ME,7.5,0.2659,False
2016-09-09,Gothic_ME,8.4,0.2978,False
2016-09-16,Gothic_ME,7.7,0.273,False
2016-09-23,Gothic_ME,16.2,0.5743,False
2016-09-30,Gothic_ME,10.5,0.3723,False
2016-10-12,Gothic_ME,5.5,0.195,False
2016-10-19,Gothic_ME,9.2,0.3262,False
2016-10-27,Gothic_ME,8.2,0.2907,False
2016-11-03,Gothic_ME,9.5,0.3368,False
2016-11-12,Gothic_ME,7.4,0.2624,False
2016-11-23,Gothic_ME,7.4,0.2624,False
2016-12-04,Gothic_ME,7.9,0.2801,False
2017-02-01,Gothic_ME,7.1,0.2517,False
2017-03-19,Gothic_ME,10.8,0.3829,False
2017-04-12,Gothic_ME,25.8,0.9147,False
2017-04-30,Gothic_ME,24.5,0.8686,False
2017-05-11,Gothic_ME,21.5,0.7622,False
2017-05-14,Gothic_ME,18.3,0.6488,False
2017-05-31,Gothic_ME,7.3,0.2588,False
2017-06-15,Gothic_ME,4.9,0.1737,False
2017-06-30,Gothic_ME,4.2,0.1489,False
2017-07-13,Gothic_ME,4.8,0.1702,False
2017-07-30,Gothic_ME,4.4,0.156,False
2017-08-25,Gothic_ME,5.2,0.1844,False
2017-09-13,Gothic_ME,11.7,0.4148,False
2017-09-27,Gothic_ME,5.7,0.2021,False
2017-10-14,Gothic_ME,7.6,0.2694,False
2017-10-23,Gothic_ME,6.8,0.2411,False
2017-11-03,Gothic_ME,6.4,0.2269,False
2017-11-15,Gothic_ME,21.5,0.7622,False
2017-12-19,Gothic_ME,6.3,0.2234,False
2018-01-06,Gothic_ME,5.8,0.2056,False
2018-01-26,Gothic_ME,7.4,0.2624,False
2018-03-04,Gothic_ME,8.4,0.2978,False
2018-03-17,Gothic_ME,8.1,0.2872,False
2018-04-14,Gothic_ME,12.1,0.429,False
2018-05-07,Gothic_ME,23.9,0.8473,False
2018-06-15,Gothic_ME,3.9,0.1383,False
2018-06-23,Gothic_ME,7.0,0.2482,False
2018-07-11,Gothic_ME,4.7,0.1666,False
2018-07-15,Gothic_ME,8.0,0.2836,False
2018-08-17,Gothic_ME,5.9,0.2092,False
2018-08-24,Gothic_ME,8.8,0.312,False
2018-08-31,Gothic_ME,9.8,0.3474,False
2018-09-07,Gothic_ME,13.1,0.4644,False
2018-09-14,Gothic_ME,8.0,0.2836,False
2018-09-21,Gothic_ME,13.1,0.4644,False
2018-09-28,Gothic_ME,15.4,0.546,False
2018-10-05,Gothic_ME,18.43,0.6534,False
2018-10-12,Gothic_ME,14.52,0.5148,False
2018-10-18,Gothic_ME,13.41,0.4754,False
2018-10-25,Gothic_ME,16.66,0.5906,False
2018-11-02,Gothic_ME,12.94,0.4588,False
2018-11-10,Gothic_ME,11.85,0.4201,False
2018-11-17,Gothic_ME,12.43,0.4407,False
2018-12-03,Gothic_ME,10.41,0.3691,False
2018-12-13,Gothic_ME,14.13,0.501,False
2018-12-21,Gothic_ME,10.88,0.3857,False
2019-01-03,Gothic_ME,17.51,0.6208,False
2019-01-11,Gothic_ME,10.88,0.3857,False
2019-01-29,Gothic_ME,9.88,0.3503,False
2019-02-02,Gothic_ME,11.88,0.4212,False
2019-02-10,Gothic_ME,9.37,0.3322,False
2019-02-21,Gothic_ME,11.88,0.4212,False
2019-03-21,Gothic_ME,16.58,0.5878,False
2019-03-30,Gothic_ME,11.78,0.4176,False
2019-04-18,Gothic_ME,19.01,0.674,False
2019-05-02,Gothic_ME,22.71,0.8051,False
2019-05-08,Gothic_ME,24.55,0.8704,False
2019-05-31,Gothic_ME,14.38,0.5098,False
2019-06-05,Gothic_ME,15.12,0.536,False
2019-06-11,Gothic_ME,8.81,0.3123,False
2019-06-21,Gothic_ME,8.14,0.2886,False
2019-06-27,Gothic_ME,7.52,0.2666,False
2019-07-05,Gothic_ME,4.63,0.1641,False
2019-07-14,Gothic_ME,3.95,0.14,False
2019-07-19,Gothic_ME,5.32,0.1886,False
2019-07-26,Gothic_ME,5.41,0.1918,False
2019-08-02,Gothic_ME,4.85,0.1719,False
2019-08-09,Gothic_ME,5.1,0.1808,False
2019-08-16,Gothic_ME,4.27,0.1514,False
2019-08-23,Gothic_ME,9.92,0.3517,False
2019-08-30,Gothic_ME,8.32,0.295,False
2019-09-06,Gothic_ME,9.81,0.3478,False
2019-09-13,Gothic_ME,9.5,0.3368,False
2019-09-20,Gothic_ME,9.44,0.3347,False
2019-09-27,Gothic_ME,11.53,0.4088,False
2019-10-04,Gothic_ME,6.62,0.2347,False
2019-10-11,Gothic_ME,8.31,0.2946,False
2019-10-18,Gothic_ME,20.07,0.7115,False
2019-10-25,Gothic_ME,10.22,0.3623,False
2019-11-03,Gothic_ME,7.6,0.2694,False
2019-11-08,Gothic_ME,7.79,0.2762,False
2019-11-15,Gothic_ME,47.1,1.6698,True
2019-11-22,Gothic_ME,6.94,0.246,False
2019-12-04,Gothic_ME,8.34,0.2957,False
2019-12-12,Gothic_ME,7.36,0.2609,False
2019-12-20,Gothic_ME,7.0,0.2482,False
2020-01-08,Gothic_ME,6.77,0.24,False
2020-01-15,Gothic_ME,8.93,0.3166,False
2020-01-21,Gothic_ME,7.46,0.2645,False
2020-01-28,Gothic_ME,19.52,0.692,False
2020-02-11,Gothic_ME,17.088,0.6058,False
2020-02-20,Gothic_ME,9.264,0.3284,False
2020-03-01,Gothic_ME,7.5805,0.2688,False
2020-03-11,Gothic_ME,6.9762,0.2473,False
2020-03-17,Gothic_ME,10.7447,0.3809,False
2020-04-03,Gothic_ME,10.7215,0.3801,False
2020-04-09,Gothic_ME,12.6891,0.4499,False
2020-04-14,Gothic_ME,20.25,0.7179,False
2020-04-24,Gothic_ME,18.4435,0.6539,False
2020-04-28,Gothic_ME,26.2156,0.9294,True
2020-05-14,Gothic_ME,15.2446,0.5405,False
2020-05-22,Gothic_ME,4.9575,0.1758,False
2020-05-29,Gothic_ME,7.7675,0.2754,False
2020-06-05,Gothic_ME,5.777,0.2048,False
2020-06-12,Gothic_ME,9.6268,0.3413,False
2020-06-19,Gothic_ME,5.0042,0.1774,False
2020-06-26,Gothic_ME,11.1944,0.3969,False
2020-07-02,Gothic_ME,8.7608,0.3106,False
2020-07-17,Gothic_ME,4.0185,0.1425,False
2020-07-23,Gothic_ME,8.2816,0.2936,False
2020-07-29,Gothic_ME,7.9455,0.2817,False
2020-08-07,Gothic_ME,5.7903,0.2053,False
2020-08-14,Gothic_ME,6.9737,0.2472,False
2020-08-20,Gothic_ME,4.9439,0.1753,False
2020-08-27,Gothic_ME,10.7859,0.3824,False
2020-09-03,Gothic_ME,8.09,0.2868,False
2020-09-11,Gothic_ME,11.3437,0.4022,False
2020-09-18,Gothic_ME,8.0115,0.284,False
2020-09-24,Gothic_ME,8.7619,0.3106,False
2020-10-01,Gothic_ME,7.7621,0.2752,False
2020-10-08,Gothic_ME,8.3168,0.2949,False
2020-10-16,Gothic_ME,7.4367,0.2637,False
2020-10-23,Gothic_ME,7.5158,0.2665,False
2020-10-27,Gothic_ME,10.09,0.3577,False
2020-11-06,Gothic_ME,9.52,0.3375,False
2020-11-13,Gothic_ME,8.35,0.296,False
2020-11-20,Gothic_ME,9.57,0.3393,False
2020-12-04,Gothic_ME,55.41,1.9645,True
2020-12-31,Gothic_ME,8.5,0.3014,False
2021-01-08,Gothic_ME,7.58,0.2687,False
2021-01-15,Gothic_ME,5.77,0.2046,False
2021-01-21,Gothic_ME,7.59,0.2691,False
2021-01-28,Gothic_ME,6.77,0.24,False
2021-02-05,Gothic_ME,7.98,0.2829,False
2021-02-11,Gothic_ME,5.98,0.212,False
2021-02-17,Gothic_ME,12.47,0.4421,False
2021-02-25,Gothic_ME,5.9246,0.21,False
2021-03-03,Gothic_ME,7.32,0.2595,False
2021-03-10,Gothic_ME,7.98,0.2829,False
2021-03-19,Gothic_ME,9.27,0.3286,False
2021-03-25,Gothic_ME,6.98,0.2475,False
2021-03-30,Gothic_ME,7.69,0.2726,False
2021-04-07,Gothic_ME,18.31,0.6491,False
2021-04-14,Gothic_ME,19.76,0.7006,False
2021-05-17,Gothic_ME,23.79,0.8434,False
2021-05-28,Gothic_ME,16.96,0.6013,False
2021-06-04,Gothic_ME,10.08,0.3574,False
2021-06-11,Gothic_ME,8.05,0.2854,False
2021-06-18,Gothic_ME,14.8,0.5247,False
2021-06-24,Gothic_ME,7.77,0.2755,False
2021-07-02,Gothic_ME,24.04,0.8523,False
2021-07-09,Gothic_ME,11.67,0.4137,False
2021-07-15,Gothic_ME,10.7,0.3793,False
2021-07-23,Gothic_ME,6.57,0.2329,False
2021-07-30,Gothic_ME,9.08,0.3219,False
2021-07-31,Gothic_ME,7.26,0.2574,False
2021-08-06,Gothic_ME,8.43,0.2989,False
2021-08-13,Gothic_ME,9.18,0.3255,False
2021-08-19,Gothic_ME,24.02,0.8516,False
2021-08-27,Gothic_ME,8.7,0.3084,False
2021-09-03,Gothic_ME,13.3362,0.4728,False
2021-10-01,Gothic_ME,12.01,0.4258,False
2021-10-07,Gothic_ME,10.34,0.3666,False
2021-10-15,Gothic_ME,15.73,0.5577,False
2021-10-22,Gothic_ME,13.38,0.4744,False
2021-10-27,Gothic_ME,11.97,0.4244,False
2021-11-03,Gothic_ME,14.69,0.5208,False
2021-11-11,Gothic_ME,11.73,0.4159,False
2021-12-20,Gothic_ME,20.43,0.7243,False
2022-01-12,Gothic_ME,11.3897,0.4038,False
2022-01-20,Gothic_ME,10.28,0.3645,False
2022-02-04,Gothic_ME,69.78,2.4739,True
2022-02-10,Gothic_ME,9.7,0.3439,False
2022-02-25,Gothic_ME,7.36,0.2609,False
2022-03-03,Gothic_ME,7.32,0.2595,False
2022-03-08,Gothic_ME,7.75,0.2748,False
2022-03-14,Gothic_ME,8.96,0.3177,False
2022-03-25,Gothic_ME,11.32,0.4013,False
2022-04-08,Gothic_ME,18.91,0.6704,False
2022-06-03,Gothic_ME,5.58,0.1978,False
2022-06-10,Gothic_ME,5.32,0.1886,False
2022-06-16,Gothic_ME,4.8,0.1702,False
2022-06-25,Gothic_ME,6.06,0.2148,False
2022-06-29,Gothic_ME,5.11,0.1812,False
2022-07-07,Gothic_ME,19.13,0.6782,False
2022-07-13,Gothic_ME,5.32,0.1886,False
2022-07-22,Gothic_ME,6.07,0.2152,False
2022-07-29,Gothic_ME,5.26,0.1865,False
2022-08-04,Gothic_ME,6.39,0.2265,False
2022-08-12,Gothic_ME,6.8,0.2411,False
2022-08-25,Gothic_ME,7.15,0.2535,False
2022-09-01,Gothic_ME,6.38,0.2262,False
2022-09-08,Gothic_ME,5.23,0.1854,False
2022-09-15,Gothic_ME,9.27,0.3286,False
2022-09-27,Gothic_ME,10.75,0.3811,False
2022-10-18,Gothic_ME,9.26,0.3283,False
2022-11-09,Gothic_ME,11.06,0.3921,False
2022-11-21,Gothic_ME,17.01,0.6031,False
2022-12-16,Gothic_ME,11.88,0.4212,False
2023-01-05,Gothic_ME,11.68,0.4141,False
2023-01-12,Gothic_ME,8.76,0.3106,False
2023-01-27,Gothic_ME,10.67,0.3783,False
2023-02-17,Gothic_ME,9.61,0.3407,False
2023-03-06,Gothic_ME,9.57,0.3393,False
2023-04-18,Gothic_ME,21.45,0.7605,False
2023-05-05,Gothic_ME,18.39,0.652,False
2023-05-31,Gothic_ME,8.4985,0.3013,False
2023-06-09,Gothic_ME,5.71,0.2024,False
2023-06-23,Gothic_ME,6.1855,0.2193,False
2023-07-07,Gothic_ME,5.5773,0.1977,False
2023-07-21,Gothic_ME,5.443,0.193,False
2023-08-04,Gothic_ME,5.6699,0.201,False
2023-08-18,Gothic_ME,5.2581,0.1864,False
2023-09-13,Gothic_ME,9.2702,0.3287,False
2023-10-25,Gothic_ME,9.7906,0.3471,False
2023-11-21,Gothic_ME,8.7731,0.311,False
2023-12-13,Gothic_ME,8.0727,0.2862,False
2024-01-09,Gothic_ME,10.0059,0.3547,False
2024-02-07,Gothic_ME,9.2845,0.3292,False
2024-02-29,Gothic_ME,8.8193,0.3127,False
2024-04-19,Gothic_ME,22.1487,0.7852,False
2024-05-24,Gothic_ME,11.1003,0.3935,False
2024-06-03,Gothic_ME,6.9283,0.2456,False
2024-06-25,Gothic_ME,15.4088,0.5463,False
2024-07-18,Gothic_ME,5.4213,0.1922,False
2024-08-02,Gothic_ME,8.5937,0.3047,False
2024-08-19,Gothic_ME,17.1238,0.6071,False
2024-09-03,Gothic_ME,7.4808,0.2652,False
2014-05-02,PH_LT,245.8,8.7143,True
2014-05-03,PH_LT,80.19999999999999,2.8433,True
2014-05-04,PH_LT,86.4,3.0631,True
2014-05-05,PH_LT,45.6,1.6167,False
2014-05-06,PH_LT,57.9,2.0527,True
2014-05-07,PH_LT,50.1,1.7762,False
2014-05-08,PH_LT,73.80000000000001,2.6164,True
2014-05-09,PH_LT,47.6,1.6876,False
2014-05-10,PH_LT,50.3,1.7833,False
2014-05-11,PH_LT,59.4,2.1059,True
2014-05-12,PH_LT,36.3,1.2869,False
2014-05-13,PH_LT,54.7,1.9393,True
2014-05-14,PH_LT,11.2,0.3971,False
2014-05-15,PH_LT,38.5,1.3649,False
2014-05-16,PH_LT,10.4,0.3687,False
2014-05-17,PH_LT,41.5,1.4713,False
2014-05-18,PH_LT,32.300000000000004,1.1451,False
2014-05-19,PH_LT,49.0,1.7372,False
2014-05-20,PH_LT,28.0,0.9927,False
2014-05-21,PH_LT,21.2,0.7516,False
2014-05-22,PH_LT,25.2,0.8934,False
2014-05-23,PH_LT,11.4,0.4042,False
2014-05-24,PH_LT,25.7,0.9111,False
2014-05-25,PH_LT,19.9,0.7055,False
2014-05-26,PH_LT,26.1,0.9253,False
2014-05-27,PH_LT,24.8,0.8792,False
2014-05-28,PH_LT,21.6,0.7658,False
2014-05-29,PH_LT,17.6,0.624,False
2014-05-30,PH_LT,24.4,0.8651,False
2014-05-31,PH_LT,20.7,0.7339,False
2014-06-01,PH_LT,25.4,0.9005,False
2014-06-02,PH_LT,25.9,0.9182,False
2014-06-03,PH_LT,20.2,0.7162,False
2014-06-04,PH_LT,21.4,0.7587,False
2014-06-05,PH_LT,32.800000000000004,1.1629,False
2014-06-06,PH_LT,26.1,0.9253,False
2014-06-07,PH_LT,21.9,0.7764,False
2014-06-08,PH_LT,14.9,0.5282,False
2014-06-09,PH_LT,12.6,0.4467,False
2014-06-10,PH_LT,12.4,0.4396,False
2014-06-11,PH_LT,14.6,0.5176,False
2014-06-12,PH_LT,16.6,0.5885,False
2014-06-13,PH_LT,18.700000000000003,0.663,False
2014-06-14,PH_LT,13.9,0.4928,False
2014-06-15,PH_LT,19.5,0.6913,False
2014-06-16,PH_LT,14.4,0.5105,False
2014-06-17,PH_LT,19.2,0.6807,False
2014-06-18,PH_LT,55.1,1.9535,True
2014-06-19,PH_LT,12.2,0.4325,False
2014-06-20,PH_LT,10.7,0.3793,False
2014-06-21,PH_LT,13.8,0.4893,False
2014-06-22,PH_LT,8.8,0.312,False
2014-06-23,PH_LT,12.0,0.4254,False
2014-06-24,PH_LT,854.1,30.2804,True
2014-06-25,PH_LT,33.300000000000004,1.1806,False
2014-06-26,PH_LT,18.4,0.6523,False
2014-06-27,PH_LT,12.9,0.4573,False
2014-06-28,PH_LT,11.6,0.4113,False
2014-06-29,PH_LT,167.1,5.9242,True
2014-06-30,PH_LT,14.0,0.4963,False
2014-07-01,PH_LT,27.7,0.982,False
2014-07-02,PH_LT,14.4,0.5105,False
2014-07-03,PH_LT,66.69999999999999,2.3647,True
2014-07-04,PH_LT,11.6,0.4113,False
2014-07-05,PH_LT,15.8,0.5602,False
2014-07-06,PH_LT,10.0,0.3545,False
2014-07-07,PH_LT,12.9,0.4573,False
2014-07-08,PH_LT,13.1,0.4644,False
2014-07-09,PH_LT,8.200000000000001,0.2907,False
2014-07-10,PH_LT,10.1,0.3581,False
2014-07-11,PH_LT,14.1,0.4999,False
2014-07-12,PH_LT,6.9,0.2446,False
2014-07-13,PH_LT,9.1,0.3226,False
2014-07-14,PH_LT,10.4,0.3687,False
2014-07-15,PH_LT,8.0,0.2836,False
2014-07-16,PH_LT,13.9,0.4928,False
2014-07-17,PH_LT,9.4,0.3333,False
2014-07-18,PH_LT,9.0,0.3191,False
2014-07-19,PH_LT,16.7,0.5921,False
2014-07-20,PH_LT,6.7,0.2375,False
2014-07-21,PH_LT,9.9,0.351,False
2014-07-22,PH_LT,6.8,0.2411,False
2014-07-23,PH_LT,5.9,0.2092,False
2014-07-24,PH_LT,17.0,0.6027,False
2014-07-25,PH_LT,9.0,0.3191,False
2014-07-26,PH_LT,6.5,0.2304,False
2014-07-27,PH_LT,7.6,0.2694,False
2014-07-28,PH_LT,8.5,0.3014,False
2014-07-29,PH_LT,8.6,0.3049,False
2014-07-30,PH_LT,7.1000000000000005,0.2517,False
2014-07-31,PH_LT,11.7,0.4148,False
2014-08-01,PH_LT,18.1,0.6417,False
2014-08-02,PH_LT,11.6,0.4113,False
2014-08-03,PH_LT,7.4,0.2624,False
2014-08-04,PH_LT,9.3,0.3297,False
2014-08-05,PH_LT,9.8,0.3474,False
2014-08-06,PH_LT,9.5,0.3368,False
2014-08-07,PH_LT,8.8,0.312,False
2014-08-08,PH_LT,8.4,0.2978,False
2014-08-09,PH_LT,9.8,0.3474,False
2014-08-10,PH_LT,10.5,0.3723,False
2014-08-11,PH_LT,8.3,0.2943,False
2014-08-12,PH_LT,7.7,0.273,False
2014-08-13,PH_LT,10.4,0.3687,False
2014-08-14,PH_LT,10.0,0.3545,False
2014-08-15,PH_LT,10.5,0.3723,False
2014-08-16,PH_LT,7.2,0.2553,False
2014-08-17,PH_LT,7.3,0.2588,False
2014-08-18,PH_LT,8.1,0.2872,False
2014-08-19,PH_LT,10.5,0.3723,False
2014-08-20,PH_LT,11.1,0.3935,False
2014-08-21,PH_LT,15.3,0.5424,False
2014-08-22,PH_LT,9.7,0.3439,False
2014-08-23,PH_LT,14.9,0.5282,False
2014-08-24,PH_LT,10.0,0.3545,False
2014-08-25,PH_LT,10.7,0.3793,False
2014-08-26,PH_LT,9.6,0.3403,False
2014-08-27,PH_LT,17.6,0.624,False
2014-08-28,PH_LT,15.0,0.5318,False
2014-08-29,PH_LT,14.2,0.5034,False
2014-08-30,PH_LT,11.6,0.4113,False
2014-08-31,PH_LT,21.3,0.7551,False
2014-09-01,PH_LT,11.6,0.4113,False
2014-09-02,PH_LT,12.7,0.4503,False
2014-09-03,PH_LT,15.8,0.5602,False
2014-09-04,PH_LT,15.2,0.5389,False
2014-09-05,PH_LT,12.9,0.4573,False
2014-09-06,PH_LT,9.9,0.351,False
2014-09-07,PH_LT,24.8,0.8792,False
2014-09-08,PH_LT,12.0,0.4254,False
2014-09-09,PH_LT,20.8,0.7374,False
2014-09-10,PH_LT,17.2,0.6098,False
2014-09-11,PH_LT,16.9,0.5992,False
2014-09-12,PH_LT,14.2,0.5034,False
2014-09-13,PH_LT,15.1,0.5353,False
2014-09-14,PH_LT,17.6,0.624,False
2014-09-15,PH_LT,25.2,0.8934,False
2014-09-16,PH_LT,18.1,0.6417,False
2014-09-17,PH_LT,14.9,0.5282,False
2014-09-18,PH_LT,24.2,0.858,False
2014-09-19,PH_LT,13.4,0.4751,False
2014-09-20,PH_LT,13.2,0.468,False
2014-09-21,PH_LT,12.8,0.4538,False
2014-09-22,PH_LT,24.9,0.8828,False
2014-09-23,PH_LT,20.2,0.7162,False
2014-09-24,PH_LT,24.4,0.8651,False
2014-09-25,PH_LT,30.3,1.0742,False
2014-09-26,PH_LT,25.2,0.8934,False
2014-09-27,PH_LT,20.7,0.7339,False
2014-09-28,PH_LT,25.2,0.8934,False
2014-09-29,PH_LT,20.4,0.7232,False
2014-09-30,PH_LT,22.8,0.8083,False
2014-10-01,PH_LT,68.0,2.4108,True
2014-10-02,PH_LT,24.6,0.8721,False
2014-10-03,PH_LT,24.1,0.8544,False
2014-10-04,PH_LT,57.7,2.0456,True
2014-10-05,PH_LT,14.1,0.4999,False
2014-10-06,PH_LT,13.6,0.4822,False
2014-10-07,PH_LT,18.0,0.6382,False
2014-10-08,PH_LT,12.8,0.4538,False
2014-10-09,PH_LT,13.3,0.4715,False
2014-10-10,PH_LT,14.8,0.5247,False
2014-10-11,PH_LT,14.1,0.4999,False
2014-10-12,PH_LT,18.7,0.663,False
2014-10-13,PH_LT,15.1,0.5353,False
2014-10-14,PH_LT,17.3,0.6133,False
2014-10-15,PH_LT,15.7,0.5566,False
2014-10-16,PH_LT,15.0,0.5318,False
2014-10-17,PH_LT,14.1,0.4999,False
2014-10-18,PH_LT,14.1,0.4999,False
2014-10-19,PH_LT,15.9,0.5637,False
2014-10-20,PH_LT,15.0,0.5318,False
2014-10-21,PH_LT,13.8,0.4893,False
2014-10-22,PH_LT,20.7,0.7339,False
2014-10-23,PH_LT,17.1,0.6062,False
2014-10-24,PH_LT,15.4,0.546,False
2014-10-25,PH_LT,15.1,0.5353,False
2014-10-26,PH_LT,14.8,0.5247,False
2014-10-27,PH_LT,23.4,0.8296,False
2014-10-28,PH_LT,23.0,0.8154,False
2014-10-29,PH_LT,24.5,0.8686,False
2014-10-30,PH_LT,24.3,0.8615,False
2014-10-31,PH_LT,22.5,0.7977,False
2014-11-01,PH_LT,22.8,0.8083,False
2014-11-02,PH_LT,20.3,0.7197,False
2014-11-03,PH_LT,21.4,0.7587,False
2014-11-04,PH_LT,21.4,0.7587,False
2014-11-05,PH_LT,15.0,0.5318,False
2014-11-06,PH_LT,18.8,0.6665,False
2014-11-07,PH_LT,28.0,0.9927,False
2014-11-08,PH_LT,31.4,1.1132,False
2014-11-09,PH_LT,34.8,1.2338,False
2014-11-10,PH_LT,41.3,1.4642,False
2014-11-11,PH_LT,18.3,0.6488,False
2014-11-12,PH_LT,18.2,0.6452,False
2014-11-13,PH_LT,14.0,0.4963,False
2014-11-14,PH_LT,14.8,0.5247,False
2014-11-15,PH_LT,13.6,0.4822,False
2014-11-16,PH_LT,12.7,0.4503,False
2014-11-17,PH_LT,13.8,0.4893,False
2014-11-18,PH_LT,16.7,0.5921,False
2014-11-19,PH_LT,15.3,0.5424,False
2014-11-20,PH_LT,14.5,0.5141,False
2014-11-21,PH_LT,12.9,0.4573,False
2014-11-22,PH_LT,12.8,0.4538,False
2014-11-23,PH_LT,12.4,0.4396,False
2014-11-24,PH_LT,12.3,0.4361,False
2014-11-25,PH_LT,12.6,0.4467,False
2014-11-26,PH_LT,13.2,0.468,False
2014-11-27,PH_LT,14.0,0.4963,False
2014-11-28,PH_LT,22.4,0.7941,False
2014-11-29,PH_LT,16.5,0.585,False
2014-11-30,PH_LT,13.9,0.4928,False
2014-12-01,PH_LT,17.9,0.6346,False
2014-12-02,PH_LT,14.2,0.5034,False
2014-12-03,PH_LT,12.3,0.4361,False
2014-12-04,PH_LT,15.5,0.5495,False
2014-12-05,PH_LT,18.8,0.6665,False
2014-12-06,PH_LT,14.7,0.5212,False
2014-12-07,PH_LT,17.7,0.6275,False
2014-12-08,PH_LT,13.4,0.4751,False
2014-12-09,PH_LT,14.2,0.5034,False
2014-12-10,PH_LT,14.7,0.5212,False
2014-12-11,PH_LT,13.3,0.4715,False
2014-12-12,PH_LT,16.9,0.5992,False
2014-12-13,PH_LT,17.2,0.6098,False
2014-12-14,PH_LT,17.1,0.6062,False
2014-12-15,PH_LT,11.3,0.4006,False
2014-12-16,PH_LT,16.6,0.5885,False
2014-12-17,PH_LT,14.9,0.5282,False
2014-12-18,PH_LT,14.3,0.507,False
2014-12-19,PH_LT,12.5,0.4432,False
2014-12-20,PH_LT,12.2,0.4325,False
2014-12-21,PH_LT,10.9,0.3864,False
2014-12-22,PH_LT,11.5,0.4077,False
2014-12-23,PH_LT,12.3,0.4361,False
2014-12-24,PH_LT,15.7,0.5566,False
2014-12-25,PH_LT,20.9,0.741,False
2014-12-26,PH_LT,20.7,0.7339,False
2014-12-27,PH_LT,33.7,1.1948,False
2014-12-28,PH_LT,19.0,0.6736,False
2014-12-29,PH_LT,18.6,0.6594,False
2014-12-30,PH_LT,17.9,0.6346,False
2014-12-31,PH_LT,18.1,0.6417,False
2015-01-01,PH_LT,16.9,0.5992,False
2015-01-02,PH_LT,19.6,0.6949,False
2015-01-03,PH_LT,18.9,0.6701,False
2015-01-04,PH_LT,17.3,0.6133,False
2015-01-06,PH_LT,14.8,0.5247,False
2015-01-08,PH_LT,16.299999999999997,0.5779,False
2015-01-10,PH_LT,17.1,0.6062,False
2015-01-12,PH_LT,14.1,0.4999,False
2015-01-14,PH_LT,16.5,0.585,False
2015-01-16,PH_LT,14.2,0.5034,False
2015-01-18,PH_LT,14.9,0.5282,False
2015-01-20,PH_LT,14.9,0.5282,False
2015-01-22,PH_LT,16.9,0.5992,False
2015-01-24,PH_LT,15.2,0.5389,False
2015-01-26,PH_LT,14.9,0.5282,False
2015-01-28,PH_LT,14.5,0.5141,False
2015-01-30,PH_LT,15.7,0.5566,False
2015-02-01,PH_LT,14.5,0.5141,False
2015-02-03,PH_LT,14.4,0.5105,False
2015-02-05,PH_LT,15.5,0.5495,False
2015-02-07,PH_LT,19.2,0.6807,False
2015-02-09,PH_LT,19.3,0.6842,False
2015-02-11,PH_LT,19.2,0.6807,False
2015-02-13,PH_LT,17.4,0.6169,False
2015-02-15,PH_LT,21.1,0.7481,False
2015-02-16,PH_LT,21.1,0.7481,False
2015-02-17,PH_LT,24.6,0.8721,False
2015-02-18,PH_LT,22.5,0.7977,False
2015-02-19,PH_LT,17.9,0.6346,False
2015-02-20,PH_LT,19.5,0.6913,False
2015-02-21,PH_LT,21.8,0.7729,False
2015-02-22,PH_LT,22.2,0.7871,False
2015-02-23,PH_LT,18.5,0.6559,False
2015-02-24,PH_LT,21.4,0.7587,False
2015-02-25,PH_LT,22.4,0.7941,False
2015-02-26,PH_LT,17.9,0.6346,False
2015-02-27,PH_LT,17.7,0.6275,False
